challenge_id,phase_1_status,phase_1_completed_at,phase_2_status,phase_2_completed_at,funded_at,failed_reason,days_to_fail_or_pass
CH002141,passed,2025-11-22,passed,2025-12-07,2025-12-09,,33
CH002142,passed,2025-11-21,failed,2025-11-27,,daily_loss_limit,9
CH002143,failed,2025-11-27,not_reached,,,inactivity,14
CH002144,failed,2025-11-20,not_reached,,,max_drawdown,13
CH002145,failed,2025-11-22,not_reached,,,max_drawdown,7
CH002146,failed,2025-11-22,not_reached,,,daily_loss_limit,14
CH002147,passed,2025-11-17,passed,2025-11-30,2025-12-02,,30
CH002148,failed,2025-12-07,not_reached,,,inactivity,18
CH002149,failed,2025-11-04,not_reached,,,max_drawdown,3
CH002150,failed,2025-12-04,not_reached,,,inactivity,8
CH002151,failed,2025-11-28,not_reached,,,inactivity,16
CH002152,passed,2025-12-02,passed,2025-12-11,2025-12-14,,28
CH002153,failed,2025-11-21,not_reached,,,consistency_rule,16
CH002154,failed,2025-12-23,not_reached,,,rule_violation,12
CH002155,failed,2025-11-16,not_reached,,,max_drawdown,19
CH002156,failed,2025-12-20,not_reached,,,consistency_rule,12
CH002157,failed,2025-11-07,not_reached,,,consistency_rule,11
CH002158,passed,2025-11-11,passed,2025-11-17,2025-11-20,,17
CH002159,failed,2025-11-17,not_reached,,,consistency_rule,12
CH002160,passed,2025-12-11,passed,2025-12-20,2025-12-21,,26
CH002161,failed,2026-01-26,not_reached,,,inactivity,7
CH002162,passed,2025-11-24,failed,2025-12-04,,max_drawdown,27
CH002163,passed,2026-01-08,passed,2026-01-18,2026-01-19,,18
CH002164,failed,2025-11-23,not_reached,,,consistency_rule,16
CH002165,passed,2025-11-13,failed,2025-11-18,,max_drawdown,17
CH002166,passed,2025-11-22,passed,2025-11-27,2025-11-28,,17
CH002167,failed,2025-11-24,not_reached,,,daily_loss_limit,8
CH002168,passed,2025-11-13,passed,2025-11-22,2025-11-23,,22
CH002169,failed,2025-11-27,not_reached,,,daily_loss_limit,9
CH002170,failed,2025-11-18,not_reached,,,inactivity,8
CH002171,passed,2025-11-30,failed,2025-12-21,,rule_violation,44
CH002172,passed,2025-12-02,failed,2025-12-06,,daily_loss_limit,16
CH002173,passed,2025-11-16,failed,2025-11-25,,rule_violation,23
CH002174,failed,2025-11-22,not_reached,,,daily_loss_limit,8
CH002175,failed,2025-12-16,not_reached,,,inactivity,19
CH002176,passed,2025-11-28,passed,2025-12-11,2025-12-13,,32
CH002177,failed,2025-11-15,not_reached,,,max_drawdown,4
CH002178,passed,2025-12-18,failed,2025-12-28,,max_drawdown,18
CH002179,passed,2025-11-24,passed,2025-12-11,2025-12-13,,38
CH002180,failed,2026-01-25,not_reached,,,max_drawdown,3
CH002181,failed,2025-12-14,not_reached,,,daily_loss_limit,26
CH002182,passed,2025-12-06,failed,2025-12-17,,inactivity,29
CH002183,passed,2025-11-18,failed,2025-11-22,,rule_violation,12
CH002184,failed,2025-11-23,not_reached,,,consistency_rule,13
CH002185,failed,2025-11-18,not_reached,,,consistency_rule,16
CH002186,passed,2025-12-16,failed,2025-12-25,,rule_violation,25
CH002187,passed,2025-11-20,passed,2025-11-26,2025-11-29,,14
CH002188,failed,2025-12-01,not_reached,,,daily_loss_limit,9
CH002189,failed,2025-11-26,not_reached,,,daily_loss_limit,20
CH002190,passed,2025-12-16,failed,2025-12-20,,consistency_rule,17
CH002191,passed,2025-12-07,failed,2025-12-17,,daily_loss_limit,29
CH002192,passed,2025-12-05,failed,2025-12-19,,consistency_rule,28
CH002193,passed,2025-12-03,failed,2025-12-17,,consistency_rule,31
CH002194,failed,2025-12-11,not_reached,,,consistency_rule,16
CH002195,failed,2026-01-16,not_reached,,,consistency_rule,5
CH002196,failed,2025-11-30,not_reached,,,max_drawdown,16
CH002197,failed,2025-11-29,not_reached,,,inactivity,13
CH002198,passed,2025-11-26,passed,2025-12-11,2025-12-14,,26
CH002199,passed,2025-11-19,failed,2025-11-26,,rule_violation,21
CH002200,passed,2025-12-21,passed,2026-01-02,2026-01-05,,22
CH002201,failed,2025-11-18,not_reached,,,daily_loss_limit,16
CH002202,passed,2025-12-01,passed,2025-12-19,2025-12-22,,41
CH002203,failed,2025-12-16,not_reached,,,consistency_rule,17
CH002204,passed,2025-11-28,failed,2025-12-16,,rule_violation,33
CH002205,failed,2025-11-22,not_reached,,,consistency_rule,13
CH002206,failed,2025-12-08,not_reached,,,max_drawdown,8
CH002207,failed,2025-12-02,not_reached,,,daily_loss_limit,12
CH002208,failed,2025-11-23,not_reached,,,rule_violation,6
CH002209,failed,2025-11-28,not_reached,,,inactivity,13
CH002210,failed,2026-01-01,not_reached,,,max_drawdown,12
CH002211,failed,2025-12-01,not_reached,,,max_drawdown,6
CH002212,failed,2025-12-13,not_reached,,,inactivity,7
CH002213,failed,2025-11-24,not_reached,,,inactivity,6
CH002214,failed,2025-11-25,not_reached,,,inactivity,13
CH002215,failed,2025-12-06,not_reached,,,inactivity,19
CH002216,passed,2025-12-05,passed,2025-12-19,2025-12-22,,27
CH002217,failed,2025-11-29,not_reached,,,inactivity,8
CH002218,passed,2025-11-14,passed,2025-11-24,2025-11-27,,13
CH002219,failed,2025-11-10,not_reached,,,max_drawdown,4
CH002220,passed,2025-12-07,passed,2025-12-13,2025-12-14,,28
CH002221,failed,2025-12-03,not_reached,,,rule_violation,12
CH002222,passed,2026-01-01,passed,2026-01-21,2026-01-24,,36
CH002223,failed,2025-12-10,not_reached,,,daily_loss_limit,14
CH002224,failed,2026-01-05,not_reached,,,daily_loss_limit,12
CH002225,failed,2025-11-16,not_reached,,,max_drawdown,8
CH002226,passed,2025-11-19,passed,2025-11-24,2025-11-27,,10
CH002227,failed,2025-11-28,not_reached,,,daily_loss_limit,13
CH002228,failed,2025-11-18,not_reached,,,inactivity,15
CH002229,failed,2025-12-01,not_reached,,,daily_loss_limit,14
CH002230,failed,2026-01-06,not_reached,,,inactivity,8
CH002231,failed,2025-12-05,not_reached,,,max_drawdown,22
CH002232,failed,2025-11-15,not_reached,,,inactivity,10
CH002233,passed,2025-11-29,passed,2025-12-09,2025-12-10,,26
CH002234,failed,2025-11-22,not_reached,,,inactivity,5
CH002235,failed,2025-12-11,not_reached,,,consistency_rule,14
CH002236,failed,2025-11-22,not_reached,,,consistency_rule,11
CH002237,failed,2025-11-22,not_reached,,,max_drawdown,4
CH002238,failed,2025-12-13,not_reached,,,daily_loss_limit,14
CH002239,failed,2025-11-29,not_reached,,,inactivity,11
CH002240,failed,2025-12-18,not_reached,,,max_drawdown,7
CH002241,failed,2025-11-30,not_reached,,,max_drawdown,16
CH002242,passed,2025-12-16,passed,2025-12-27,2025-12-30,,20
CH002243,failed,2025-12-02,not_reached,,,daily_loss_limit,10
CH002244,failed,2025-12-02,not_reached,,,max_drawdown,12
CH002245,failed,2025-12-03,not_reached,,,daily_loss_limit,10
CH002246,failed,2025-12-12,not_reached,,,consistency_rule,13
CH002247,failed,2025-12-02,not_reached,,,daily_loss_limit,16
CH002248,failed,2025-11-23,not_reached,,,inactivity,10
CH002249,failed,2025-12-27,not_reached,,,max_drawdown,15
CH002250,passed,2025-12-05,failed,2025-12-21,,daily_loss_limit,32
CH002251,failed,2025-12-08,not_reached,,,daily_loss_limit,10
CH002252,failed,2025-12-02,not_reached,,,inactivity,3
CH002253,passed,2025-12-17,failed,2025-12-21,,inactivity,17
CH002254,passed,2025-12-07,passed,2025-12-22,2025-12-23,,31
CH002255,passed,2025-11-22,passed,2025-11-30,2025-12-02,,22
CH002256,passed,2025-11-20,passed,2025-11-26,2025-11-29,,16
CH002257,failed,2025-11-30,not_reached,,,inactivity,7
CH002258,passed,2025-11-28,passed,2025-12-06,2025-12-07,,20
CH002259,failed,2025-12-09,not_reached,,,consistency_rule,7
CH002260,passed,2025-11-17,failed,2025-11-26,,max_drawdown,14
CH002261,failed,2025-12-05,not_reached,,,consistency_rule,6
CH002262,failed,2025-12-13,not_reached,,,inactivity,27
CH002263,failed,2025-11-30,not_reached,,,inactivity,15
CH002264,failed,2025-12-04,not_reached,,,inactivity,10
CH002265,passed,2025-12-21,passed,2026-01-04,2026-01-05,,33
CH002266,failed,2025-12-08,not_reached,,,consistency_rule,14
CH002267,failed,2025-11-16,not_reached,,,daily_loss_limit,6
CH002268,failed,2025-12-02,not_reached,,,max_drawdown,10
CH002269,failed,2025-11-27,not_reached,,,inactivity,4
CH002270,failed,2025-12-09,not_reached,,,daily_loss_limit,8
CH002271,passed,2025-12-11,passed,2025-12-27,2025-12-29,,41
CH002272,failed,2025-11-30,not_reached,,,consistency_rule,15
CH002273,passed,2025-12-23,passed,2025-12-29,2025-12-31,,20
CH002274,failed,2025-12-20,not_reached,,,rule_violation,14
CH002275,failed,2025-12-10,not_reached,,,rule_violation,16
CH002276,failed,2025-12-15,not_reached,,,max_drawdown,15
CH002277,passed,2025-12-21,passed,2026-01-10,2026-01-11,,44
CH002278,passed,2025-12-21,failed,2026-01-06,,daily_loss_limit,40
CH002279,failed,2025-12-16,not_reached,,,rule_violation,13
CH002280,failed,2025-12-04,not_reached,,,inactivity,8
CH002281,failed,2025-12-22,not_reached,,,max_drawdown,16
CH002282,failed,2025-11-28,not_reached,,,rule_violation,10
CH002283,passed,2025-12-16,passed,2025-12-27,2025-12-28,,24
CH002284,passed,2025-12-14,failed,2025-12-18,,max_drawdown,13
CH002285,passed,2026-02-03,passed,2026-02-16,2026-02-19,,32
CH002286,passed,2025-11-22,passed,2025-11-26,2025-11-29,,13
CH002287,passed,2025-12-14,failed,2025-12-21,,consistency_rule,22
CH002288,passed,2025-12-04,passed,2025-12-15,2025-12-17,,26
CH002289,failed,2025-12-11,not_reached,,,daily_loss_limit,15
CH002290,passed,2025-12-24,passed,2026-01-02,2026-01-05,,17
CH002291,failed,2025-12-16,not_reached,,,consistency_rule,13
CH002292,passed,2025-12-21,passed,2025-12-30,2026-01-01,,29
CH002293,failed,2025-12-05,not_reached,,,daily_loss_limit,11
CH002294,failed,2026-01-18,not_reached,,,daily_loss_limit,15
CH002295,failed,2026-02-12,not_reached,,,rule_violation,14
CH002296,passed,2025-12-14,passed,2025-12-25,2025-12-28,,26
CH002297,failed,2025-12-18,not_reached,,,inactivity,10
CH002298,passed,2025-12-24,failed,2026-01-09,,consistency_rule,42
CH002299,failed,2025-12-05,not_reached,,,rule_violation,3
CH002300,failed,2025-12-01,not_reached,,,daily_loss_limit,21
CH002301,passed,2025-12-25,failed,2026-01-04,,max_drawdown,33
CH002302,failed,2025-12-16,not_reached,,,max_drawdown,26
CH002303,passed,2025-12-27,passed,2026-01-05,2026-01-08,,12
CH002304,passed,2025-11-26,failed,2025-12-06,,inactivity,20
CH002305,passed,2025-12-06,passed,2025-12-17,2025-12-19,,20
CH002306,failed,2025-12-01,not_reached,,,consistency_rule,7
CH002307,failed,2025-12-17,not_reached,,,daily_loss_limit,4
CH002308,failed,2025-12-17,not_reached,,,max_drawdown,11
CH002309,passed,2025-12-06,passed,2025-12-11,2025-12-12,,11
CH002310,passed,2025-12-11,failed,2025-12-20,,consistency_rule,24
CH002311,failed,2025-12-15,not_reached,,,max_drawdown,10
CH002312,failed,2025-12-18,not_reached,,,daily_loss_limit,15
CH002313,passed,2026-01-14,failed,2026-01-25,,inactivity,19
CH002314,passed,2025-12-31,passed,2026-01-24,2026-01-27,,50
CH002315,passed,2025-12-26,passed,2026-01-10,2026-01-11,,34
CH002316,passed,2025-11-28,passed,2025-12-03,2025-12-04,,14
CH002317,failed,2026-01-16,not_reached,,,max_drawdown,11
CH002318,failed,2025-12-10,not_reached,,,consistency_rule,14
CH002319,failed,2026-01-08,not_reached,,,rule_violation,17
CH002320,failed,2026-02-17,not_reached,,,daily_loss_limit,11
CH002321,failed,2025-12-15,not_reached,,,daily_loss_limit,6
CH002322,passed,2025-12-13,failed,2025-12-17,,inactivity,18
CH002323,failed,2025-12-16,not_reached,,,max_drawdown,15
CH002324,failed,2026-01-11,not_reached,,,daily_loss_limit,11
CH002325,passed,2025-12-17,failed,2025-12-31,,max_drawdown,26
CH002326,failed,2026-02-06,not_reached,,,daily_loss_limit,17
CH002327,failed,2025-12-19,not_reached,,,max_drawdown,9
CH002328,passed,2025-12-26,passed,2026-01-10,2026-01-11,,40
CH002329,passed,2025-11-26,passed,2025-12-09,2025-12-12,,23
CH002330,failed,2025-12-17,not_reached,,,inactivity,9
CH002331,failed,2025-12-10,not_reached,,,max_drawdown,12
CH002332,failed,2025-12-07,not_reached,,,consistency_rule,9
CH002333,passed,2025-12-18,passed,2026-01-03,2026-01-05,,32
CH002334,failed,2025-12-14,not_reached,,,max_drawdown,14
CH002335,failed,2025-12-18,not_reached,,,inactivity,14
CH002336,failed,2025-12-20,not_reached,,,max_drawdown,20
CH002337,passed,2025-12-17,failed,2025-12-31,,daily_loss_limit,26
CH002338,failed,2025-12-15,not_reached,,,max_drawdown,8
CH002339,passed,2025-12-09,failed,2025-12-15,,max_drawdown,17
CH002340,failed,2025-12-11,not_reached,,,daily_loss_limit,6
CH002341,failed,2025-12-09,not_reached,,,max_drawdown,10
CH002342,failed,2025-12-22,not_reached,,,max_drawdown,12
CH002343,failed,2025-12-20,not_reached,,,daily_loss_limit,15
CH002344,passed,2026-01-05,passed,2026-01-13,2026-01-15,,24
CH002345,failed,2025-12-26,not_reached,,,max_drawdown,14
CH002346,passed,2026-02-06,passed,2026-02-12,2026-02-15,,21
CH002347,passed,2025-12-24,passed,2026-01-01,2026-01-03,,13
CH002348,failed,2025-12-04,not_reached,,,inactivity,6
CH002349,failed,2025-12-11,not_reached,,,daily_loss_limit,11
CH002350,passed,2025-12-16,passed,2025-12-20,2025-12-22,,19
CH002351,failed,2025-12-12,not_reached,,,rule_violation,11
CH002352,passed,2025-12-16,failed,2025-12-25,,inactivity,13
CH002353,failed,2026-01-13,not_reached,,,rule_violation,11
CH002354,passed,2025-12-19,failed,2026-01-07,,rule_violation,42
CH002355,passed,2025-12-12,passed,2025-12-28,2025-12-31,,24
CH002356,failed,2025-12-15,not_reached,,,inactivity,8
CH002357,failed,2025-12-12,not_reached,,,daily_loss_limit,16
CH002358,failed,2025-12-12,not_reached,,,inactivity,15
CH002359,failed,2025-12-18,not_reached,,,inactivity,17
CH002360,passed,2025-12-28,failed,2026-01-07,,max_drawdown,28
CH002361,passed,2026-01-01,passed,2026-01-17,2026-01-18,,33
CH002362,failed,2025-12-22,not_reached,,,consistency_rule,12
CH002363,failed,2025-12-10,not_reached,,,consistency_rule,9
CH002364,failed,2026-01-10,not_reached,,,max_drawdown,16
CH002365,failed,2025-12-09,not_reached,,,daily_loss_limit,7
CH002366,failed,2025-12-14,not_reached,,,daily_loss_limit,7
CH002367,failed,2026-01-13,not_reached,,,max_drawdown,6
CH002368,passed,2025-12-19,failed,2026-01-06,,max_drawdown,41
CH002369,passed,2026-02-13,passed,2026-02-20,2026-02-22,,18
CH002370,failed,2025-12-17,not_reached,,,daily_loss_limit,11
CH002371,passed,2025-12-24,passed,2026-01-02,2026-01-04,,20
CH002372,failed,2025-12-16,not_reached,,,daily_loss_limit,11
CH002373,failed,2026-01-04,not_reached,,,max_drawdown,5
CH002374,failed,2026-01-21,not_reached,,,daily_loss_limit,4
CH002375,passed,2026-01-10,passed,2026-01-24,2026-01-25,,34
CH002376,passed,2025-12-31,passed,2026-01-10,2026-01-12,,26
CH002377,failed,2025-12-23,not_reached,,,max_drawdown,15
CH002378,failed,2026-01-14,not_reached,,,max_drawdown,8
CH002379,failed,2026-02-19,not_reached,,,daily_loss_limit,17
CH002380,failed,2025-12-22,not_reached,,,max_drawdown,7
CH002381,failed,2025-12-18,not_reached,,,daily_loss_limit,20
CH002382,failed,2026-01-18,not_reached,,,inactivity,11
CH002383,passed,2025-12-15,failed,2025-12-23,,max_drawdown,15
CH002384,passed,2025-12-28,failed,2026-01-11,,daily_loss_limit,27
CH002385,passed,2026-01-24,passed,2026-02-08,2026-02-11,,21
CH002386,failed,2025-12-14,not_reached,,,inactivity,15
CH002387,failed,2026-01-20,not_reached,,,inactivity,10
CH002388,passed,2025-12-08,failed,2025-12-18,,inactivity,18
CH002389,passed,2025-12-21,passed,2026-01-04,2026-01-07,,29
CH002390,failed,2025-12-26,not_reached,,,rule_violation,17
CH002391,failed,2026-01-25,not_reached,,,daily_loss_limit,8
CH002392,passed,2025-12-26,passed,2026-01-10,2026-01-13,,39
CH002393,passed,2026-02-13,failed,2026-02-19,,daily_loss_limit,14
CH002394,passed,2025-12-29,passed,2026-01-08,2026-01-11,,23
CH002395,failed,2025-12-11,not_reached,,,max_drawdown,6
CH002396,failed,2026-01-18,not_reached,,,daily_loss_limit,26
CH002397,failed,2025-12-19,not_reached,,,inactivity,9
CH002398,passed,2025-12-25,failed,2026-01-01,,rule_violation,13
CH002399,failed,2026-01-27,not_reached,,,max_drawdown,18
CH002400,passed,2025-12-10,passed,2025-12-17,2025-12-20,,16
CH002401,failed,2025-12-25,not_reached,,,inactivity,13
CH002402,failed,2026-01-15,not_reached,,,consistency_rule,9
CH002403,failed,2025-12-12,not_reached,,,rule_violation,3
CH002404,failed,2025-12-25,not_reached,,,consistency_rule,12
CH002405,passed,2025-12-17,passed,2025-12-31,2026-01-03,,22
CH002406,failed,2025-12-22,not_reached,,,consistency_rule,11
CH002407,failed,2025-12-29,not_reached,,,rule_violation,18
CH002408,passed,2026-01-07,passed,2026-01-18,2026-01-19,,26
CH002409,passed,2025-12-22,passed,2026-01-02,2026-01-05,,18
CH002410,passed,2026-01-02,failed,2026-01-12,,max_drawdown,23
CH002411,failed,2025-12-22,not_reached,,,daily_loss_limit,14
CH002412,passed,2025-12-14,failed,2025-12-27,,daily_loss_limit,25
CH002413,failed,2025-12-10,not_reached,,,consistency_rule,8
CH002414,failed,2026-01-20,not_reached,,,consistency_rule,10
CH002415,failed,2025-12-11,not_reached,,,rule_violation,3
CH002416,failed,2025-12-09,not_reached,,,max_drawdown,7
CH002417,passed,2026-01-07,passed,2026-01-21,2026-01-22,,28
CH002418,passed,2025-12-26,failed,2026-01-07,,max_drawdown,22
CH002419,failed,2025-12-18,not_reached,,,inactivity,9
CH002420,failed,2025-12-23,not_reached,,,daily_loss_limit,12
CH002421,failed,2026-01-03,not_reached,,,max_drawdown,19
CH002422,failed,2025-12-22,not_reached,,,daily_loss_limit,13
CH002423,passed,2025-12-24,passed,2026-01-02,2026-01-04,,18
CH002424,passed,2025-12-11,failed,2025-12-23,,max_drawdown,19
CH002425,passed,2026-01-03,passed,2026-01-10,2026-01-13,,22
CH002426,passed,2025-12-21,passed,2026-01-11,2026-01-13,,35
CH002427,passed,2026-03-30,passed,2026-04-05,2026-04-07,,23
CH002428,passed,2025-12-20,failed,2026-01-07,,max_drawdown,31
CH002429,passed,2025-12-19,failed,2025-12-26,,consistency_rule,20
CH002430,failed,2025-12-22,not_reached,,,inactivity,10
CH002431,passed,2025-12-31,passed,2026-01-16,2026-01-17,,24
CH002432,failed,2025-12-12,not_reached,,,daily_loss_limit,7
CH002433,passed,2026-01-06,passed,2026-01-14,2026-01-16,,15
CH002434,passed,2025-12-29,passed,2026-01-06,2026-01-07,,21
CH002435,passed,2025-12-08,failed,2025-12-14,,rule_violation,10
CH002436,failed,2025-12-20,not_reached,,,daily_loss_limit,14
CH002437,failed,2025-12-21,not_reached,,,daily_loss_limit,13
CH002438,failed,2025-12-18,not_reached,,,inactivity,10
CH002439,passed,2026-01-10,passed,2026-01-20,2026-01-21,,28
CH002440,failed,2025-12-02,not_reached,,,inactivity,6
CH002441,passed,2026-01-05,passed,2026-01-14,2026-01-15,,23
CH002442,passed,2025-12-29,passed,2026-01-05,2026-01-07,,15
CH002443,failed,2026-01-02,not_reached,,,daily_loss_limit,16
CH002444,failed,2025-12-27,not_reached,,,daily_loss_limit,14
CH002445,failed,2026-01-01,not_reached,,,daily_loss_limit,8
CH002446,passed,2025-12-14,passed,2025-12-22,2025-12-24,,21
CH002447,passed,2026-01-04,passed,2026-01-19,2026-01-21,,27
CH002448,passed,2026-01-08,failed,2026-01-17,,daily_loss_limit,25
CH002449,failed,2026-02-22,not_reached,,,inactivity,17
CH002450,failed,2026-03-31,not_reached,,,daily_loss_limit,10
CH002451,failed,2025-12-23,not_reached,,,max_drawdown,13
CH002452,passed,2025-12-30,passed,2026-01-03,2026-01-04,,15
CH002453,passed,2026-01-04,passed,2026-01-18,2026-01-20,,30
CH002454,passed,2025-12-25,failed,2026-01-01,,max_drawdown,16
CH002455,passed,2026-01-04,passed,2026-01-18,2026-01-20,,24
CH002456,failed,2025-12-24,not_reached,,,max_drawdown,12
CH002457,passed,2026-01-09,failed,2026-01-15,,daily_loss_limit,19
CH002458,failed,2026-03-02,not_reached,,,inactivity,17
CH002459,passed,2025-12-22,failed,2025-12-29,,max_drawdown,13
CH002460,failed,2026-01-28,not_reached,,,daily_loss_limit,9
CH002461,failed,2025-12-17,not_reached,,,inactivity,12
CH002462,failed,2026-01-11,not_reached,,,max_drawdown,8
CH002463,passed,2026-02-03,failed,2026-02-14,,inactivity,24
CH002464,failed,2025-12-14,not_reached,,,daily_loss_limit,8
CH002465,failed,2026-01-03,not_reached,,,consistency_rule,8
CH002466,passed,2026-01-06,failed,2026-01-21,,inactivity,32
CH002467,failed,2025-12-25,not_reached,,,daily_loss_limit,16
CH002468,passed,2025-12-31,passed,2026-01-12,2026-01-13,,26
CH002469,passed,2026-01-13,failed,2026-01-29,,inactivity,41
CH002470,failed,2026-02-13,not_reached,,,consistency_rule,10
CH002471,passed,2026-01-10,failed,2026-01-15,,inactivity,22
CH002472,failed,2026-01-06,not_reached,,,max_drawdown,8
CH002473,failed,2025-12-13,not_reached,,,rule_violation,6
CH002474,failed,2025-12-20,not_reached,,,daily_loss_limit,10
CH002475,failed,2025-12-24,not_reached,,,max_drawdown,11
CH002476,failed,2025-12-05,not_reached,,,rule_violation,7
CH002477,failed,2025-12-20,not_reached,,,rule_violation,15
CH002478,failed,2026-01-30,not_reached,,,rule_violation,10
CH002479,passed,2026-01-08,passed,2026-01-18,2026-01-19,,25
CH002480,failed,2026-01-06,not_reached,,,rule_violation,29
CH002481,passed,2025-12-20,passed,2025-12-27,2025-12-29,,18
CH002482,passed,2025-12-17,failed,2025-12-30,,max_drawdown,27
CH002483,failed,2026-01-04,not_reached,,,max_drawdown,14
CH002484,passed,2025-12-17,failed,2025-12-29,,daily_loss_limit,26
CH002485,failed,2026-02-01,not_reached,,,rule_violation,18
CH002486,passed,2026-01-02,passed,2026-01-13,2026-01-14,,20
CH002487,failed,2026-01-08,not_reached,,,daily_loss_limit,10
CH002488,failed,2025-12-31,not_reached,,,max_drawdown,15
CH002489,passed,2025-12-28,passed,2026-01-11,2026-01-13,,26
CH002490,passed,2025-12-29,failed,2026-01-06,,consistency_rule,16
CH002491,failed,2026-01-05,not_reached,,,inactivity,11
CH002492,passed,2026-01-05,failed,2026-01-16,,consistency_rule,31
CH002493,failed,2025-12-28,not_reached,,,max_drawdown,13
CH002494,failed,2025-12-26,not_reached,,,inactivity,11
CH002495,failed,2026-02-10,not_reached,,,consistency_rule,19
CH002496,failed,2026-01-03,not_reached,,,rule_violation,13
CH002497,failed,2025-12-31,not_reached,,,daily_loss_limit,16
CH002498,passed,2025-12-21,failed,2026-01-03,,max_drawdown,26
CH002499,passed,2026-01-06,passed,2026-01-17,2026-01-18,,22
CH002500,passed,2025-12-18,passed,2025-12-28,2025-12-30,,14
CH002501,passed,2026-01-09,failed,2026-01-28,,daily_loss_limit,39
CH002502,failed,2025-12-25,not_reached,,,inactivity,11
CH002503,failed,2026-02-01,not_reached,,,inactivity,10
CH002504,failed,2026-01-01,not_reached,,,consistency_rule,9
CH002505,failed,2026-01-03,not_reached,,,daily_loss_limit,22
CH002506,passed,2026-01-03,failed,2026-01-15,,inactivity,24
CH002507,failed,2025-12-12,not_reached,,,max_drawdown,6
CH002508,failed,2025-12-30,not_reached,,,inactivity,17
CH002509,failed,2026-01-05,not_reached,,,rule_violation,17
CH002510,failed,2025-12-21,not_reached,,,rule_violation,10
CH002511,failed,2026-01-16,not_reached,,,inactivity,8
CH002512,failed,2025-12-27,not_reached,,,inactivity,8
CH002513,failed,2025-12-23,not_reached,,,consistency_rule,7
CH002514,passed,2026-01-04,passed,2026-01-13,2026-01-16,,27
CH002515,passed,2025-12-30,failed,2026-01-10,,max_drawdown,18
CH002516,passed,2026-02-04,passed,2026-02-15,2026-02-17,,31
CH002517,failed,2026-03-06,not_reached,,,max_drawdown,9
CH002518,passed,2026-01-07,failed,2026-01-13,,consistency_rule,13
CH002519,passed,2026-01-17,failed,2026-02-03,,consistency_rule,40
CH002520,passed,2025-12-11,passed,2025-12-20,2025-12-23,,12
CH002521,passed,2026-02-16,passed,2026-02-23,2026-02-25,,12
CH002522,failed,2025-12-25,not_reached,,,daily_loss_limit,13
CH002523,failed,2026-01-09,not_reached,,,daily_loss_limit,7
CH002524,passed,2025-12-28,passed,2026-01-06,2026-01-09,,12
CH002525,failed,2026-01-01,not_reached,,,inactivity,11
CH002526,failed,2026-01-11,not_reached,,,inactivity,13
CH002527,failed,2026-02-06,not_reached,,,rule_violation,14
CH002528,failed,2025-12-27,not_reached,,,rule_violation,14
CH002529,passed,2025-12-25,passed,2026-01-02,2026-01-03,,20
CH002530,passed,2026-01-09,failed,2026-01-24,,consistency_rule,33
CH002531,passed,2026-01-03,passed,2026-01-14,2026-01-15,,26
CH002532,failed,2026-01-05,not_reached,,,inactivity,9
CH002533,passed,2026-01-05,passed,2026-01-10,2026-01-11,,17
CH002534,failed,2026-01-08,not_reached,,,consistency_rule,20
CH002535,failed,2025-12-29,not_reached,,,max_drawdown,15
CH002536,failed,2026-01-26,not_reached,,,max_drawdown,15
CH002537,failed,2026-03-01,not_reached,,,max_drawdown,9
CH002538,passed,2026-01-10,passed,2026-01-26,2026-01-29,,35
CH002539,failed,2026-01-11,not_reached,,,consistency_rule,14
CH002540,failed,2026-01-13,not_reached,,,max_drawdown,10
CH002541,passed,2026-01-15,passed,2026-01-29,2026-01-30,,36
CH002542,failed,2026-01-17,not_reached,,,inactivity,14
CH002543,failed,2026-01-19,not_reached,,,daily_loss_limit,14
CH002544,failed,2026-01-04,not_reached,,,daily_loss_limit,8
CH002545,failed,2026-01-12,not_reached,,,rule_violation,15
CH002546,passed,2026-01-07,passed,2026-01-18,2026-01-21,,21
CH002547,failed,2026-01-13,not_reached,,,rule_violation,12
CH002548,failed,2026-01-12,not_reached,,,rule_violation,20
CH002549,failed,2026-01-09,not_reached,,,max_drawdown,9
CH002550,passed,2026-01-25,failed,2026-02-10,,consistency_rule,42
CH002551,passed,2026-02-27,passed,2026-03-05,2026-03-06,,17
CH002552,failed,2026-01-03,not_reached,,,inactivity,18
CH002553,failed,2026-01-10,not_reached,,,rule_violation,16
CH002554,failed,2025-12-30,not_reached,,,daily_loss_limit,3
CH002555,passed,2026-01-02,failed,2026-01-12,,daily_loss_limit,18
CH002556,passed,2026-01-21,failed,2026-02-02,,max_drawdown,28
CH002557,passed,2025-12-28,failed,2026-01-12,,rule_violation,22
CH002558,failed,2025-12-28,not_reached,,,max_drawdown,7
CH002559,passed,2025-12-27,passed,2025-12-31,2026-01-01,,7
CH002560,failed,2026-01-04,not_reached,,,rule_violation,9
CH002561,passed,2026-01-09,passed,2026-01-16,2026-01-18,,14
CH002562,passed,2026-03-08,failed,2026-03-16,,consistency_rule,23
CH002563,failed,2026-01-09,not_reached,,,max_drawdown,14
CH002564,failed,2026-01-05,not_reached,,,inactivity,13
CH002565,failed,2026-01-04,not_reached,,,max_drawdown,4
CH002566,passed,2026-01-11,passed,2026-01-24,2026-01-27,,31
CH002567,failed,2026-01-08,not_reached,,,rule_violation,9
CH002568,passed,2026-02-17,passed,2026-02-22,2026-02-23,,21
